NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;BARCONES;P.A.C. Berlanga De Duero
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;BARJAS;P.A.C. Villafranca Bierzo
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;BARRACO (EL);P.A.C. Ávila Rural
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;BARRIOS DE BUREBA (LOS);P.A.C. Briviesca
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;BARRIOS DE COLINA;P.A.C. Burgos Rural Norte Sur
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;BARRIOS DE LUNA (LOS);P.A.C. La Magdalena
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;BARROMAN;P.A.C. Madrigal De Las Altas Torres
G.A.P. SALAMANCA;170602;ALDEADAVILA DE LA RIBERA;C.S. ALDEADAVILA RIBERA;BARRUECOPARDO;P.A.C. Aldeadavila Ribera
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;BARRUELO DE SANTULLAN;P.A.C. Aguilar De Campoo (5)
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;BARRUELO DEL VALLE;P.A.C. Tordesillas
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;BASCONCILLOS DEL TOZO;P.A.C. Aguilar De Campoo (5)
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;BASCONCILLOS DEL TOZO;P.A.C. Villadiego
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;BASCONES DE OJEDA;P.A.C. Herrera De Pisuerga
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;BASCUÑANA;P.A.C. Belorado
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;BASTIDA (LA);P.A.C. Tamames
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;BAYUBAS DE ABAJO;P.A.C. Berlanga De Duero
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;BAYUBAS DE ARRIBA;P.A.C. Berlanga De Duero
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;BECEDAS;P.A.C. Barco de Ávila
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;BECEDILLAS;P.A.C. Piedrahita
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;BECERRIL DE CAMPOS;P.A.C. Paredes De Nava
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;BECILLA DE VALDERADUEY;P.A.C. Mayorga De Campos
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;BEJAR;P.A.C. Bejar
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;BELBIMBRE;P.A.C. Pampliega
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;BELEÑA;P.A.C. Alba De Tormes
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;BELMONTE DE CAMPOS;P.A.C. Villarramiel
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;BELORADO;P.A.C. Belorado
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;BELVER DE LOS MONTES;P.A.C. Villarrín
G.A.S. EL BIERZO;170401;BEMBIBRE;C.S. BEMBIBRE;BEMBIBRE;P.A.C. Bembibre (4)
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;BENAFARCES;P.A.C. Mota Del Marqués
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;BENAVENTE;P.A.C. Benavente
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;BENAVENTE;P.A.C. Benavente
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;BENAVIDES;P.A.C. Ribera Del Órbigo
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;BENEGILES;P.A.C. Zamora Integrado
G.A.S. EL BIERZO;170407;PUENTE DE DOMINGO FLOREZ;C.S. PUENTE DOMINGO FLOREZ;BENUZA;P.A.C. Puente Domingo Florez
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;BERATON;P.A.C. Olvega
G.A.P. BURGOS;170230;VALLE DE LOSA;C.S. VALLE DE LOSA;BERBERANA;P.A.C. Valle De Losa
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;BERCERO;P.A.C. Tordesillas
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;BERCERUELO;P.A.C. Tordesillas
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;BERCIAL;P.A.C. Segovia Rural
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;BERCIAL DE ZAPARDIEL;P.A.C. Madrigal De Las Altas Torres
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;BERCIANOS DEL PARAMO;P.A.C. Sta. María Páramo
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;BERCIANOS DEL REAL CAMINO;P.A.C. Sahagún Campos
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;BERCIMUEL;P.A.C. Sepúlveda
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;BERLANAS (LAS);P.A.C. Ávila Rural
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;BERLANGA DE DUERO;P.A.C. Berlanga De Duero
G.A.S. EL BIERZO;170408;TORENO;C.S. TORENO;BERLANGA DEL BIERZO;P.A.C. Toreno
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;BERLANGAS DE ROA;P.A.C. Roa De Duero
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;BERMELLAR;P.A.C. Lumbrales
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;BERMILLO DE SAYAGO;P.A.C. Bermillo De Sayago
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;BERNARDOS;P.A.C. Nava De La Asunción
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;BERNUY DE PORREROS;P.A.C. Segovia Rural
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;BERNUY-ZAPARDIEL;P.A.C. Fontiveros
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;BERROCAL DE HUEBRA;P.A.C. Tamames
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;BERROCAL DE SALVATIERRA;P.A.C. Guijuelo
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;BERROCALEJO DE ARAGONA;P.A.C. Ávila Rural
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;BERRUECES;P.A.C. Medina De Rioseco
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;BERZOSA DE BUREBA;P.A.C. Briviesca
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;BERZOSILLA;P.A.C. Aguilar De Campoo (5)
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;BLACOS;P.A.C. El Burgo De Osma
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;BLASCOMILLAN;P.A.C. San Pedro Arroyo
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;BLASCONUÑO DE MATACABRAS;P.A.C. Madrigal De Las Altas Torres
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;BLASCOSANCHO;P.A.C. Ávila Rural
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;BLIECOS;P.A.C. Gómara
G.A.P. SALAMANCA;170608;FUENTE DE SAN ESTEBAN LA;C.S. FUENTE DE SAN ESTEBAN;BOADA;P.A.C. Fuente De San Esteban
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;BOADILLA DE RIOSECO;P.A.C. Villada
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;BOADILLA DEL CAMINO;P.A.C. Frómista
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;BOBADILLA DEL CAMPO;P.A.C. Medina
G.A.P. LEON;170320;RIAÑO;C.S. RIAÑO;BOCA DE HUERGANO;P.A.C. Riaño
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;BOCEGUILLAS;P.A.C. Sepúlveda
G.A.P. VALLADOLID ESTE;171020;OLMEDO;C.S. OLMEDO;BOCIGAS;P.A.C. Olmedo
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;BOCOS DE DUERO;P.A.C. Peñafiel
G.A.P. SALAMANCA;170606;CIUDAD RODRIGO;C.S. CIUDAD RODRIGO;BODON (EL);P.A.C. Ciudad Rodrigo
G.A.P. VALLADOLID OESTE;170909;LAGUNA DE DUERO;C.S. LAGUNA DE DUERO;BOECILLO;P.A.C. Laguna De Duero
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;BOGAJO;P.A.C. Vitigudino
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;BOHODON (EL);P.A.C. Arévalo
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;BOHOYO;P.A.C. Barco de Ávila
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;BOLAÑOS DE CAMPOS;P.A.C. Villafrechós
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;BOÑAR;P.A.C. La Bañeza
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;BONILLA DE LA SIERRA;P.A.C. Piedrahita
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;BORJABAD;P.A.C. Almazán
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;BOROBIA;P.A.C. Olvega
G.A.S. EL BIERZO;170407;PUENTE DE DOMINGO FLOREZ;C.S. PUENTE DOMINGO FLOREZ;BORRENES;P.A.C. Puente Domingo Florez
G.A.P. SALAMANCA;170610;FUENTES DE OÑORO;C.S. FUENTES DE OÑORO;BOUZA (LA);P.A.C. Fuentes De Oñoro
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;BOVEDA DE TORO (LA);P.A.C. La Guareña
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;BOVEDA DEL RIO ALMAR;P.A.C. Peñaranda
G.A.P. BURGOS;170221;MIRANDA ESTE;C.S. MIRANDA ESTE;BOZOO;P.A.C. Miranda
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;BRABOS;P.A.C. San Pedro Arroyo
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;BRAHOJOS DE MEDINA;P.A.C. Medina
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;BRAÑOSERA;P.A.C. Aguilar De Campoo (5)
G.A.P. BURGOS;170215;HUERTA DEL REY;C.S. HUERTA DE REY;BRAZACORTA;P.A.C. Huerta De Rey
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;BRAZUELO;P.A.C. Astorga
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;BRETO;P.A.C. Benavente
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;BRETOCINO;P.A.C. Benavente
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;BRIEVA;P.A.C. Segovia Rural
G.A.S. ZAMORA;171118;VIDRIALES;C.S. SANTIBAÑEZ VIDRIAL;BRIME DE SOG;P.A.C. Santibañez Vidriales
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;BRIME DE URZ;P.A.C. Benavente
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;BRINCONES;P.A.C. Vitigudino
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;BRIVIESCA;P.A.C. Briviesca
G.A.P. SALAMANCA;170608;FUENTE DE SAN ESTEBAN LA;C.S. FUENTE DE SAN ESTEBAN;BUENAMADRE;P.A.C. Fuente De San Esteban
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;BUENAVISTA;P.A.C. Alba De Tormes
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;BUENAVISTA DE VALDAVIA;P.A.C. Saldaña
G.A.P. BURGOS;170221;MIRANDA ESTE;C.S. MIRANDA ESTE;BUGEDO;P.A.C. Miranda
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;BULARROS;P.A.C. San Pedro Arroyo
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;BUNIEL;P.A.C. Burgos Rural Norte Sur
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;BURGANES DE VALVERDE;P.A.C. Benavente
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;BURGO DE OSMA-CIUDAD DE OSMA;P.A.C. El Burgo De Osma
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;BURGO RANERO (EL);P.A.C. Mansilla Mulas
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;BURGOHONDO;P.A.C. Burgohondo
G.A.P. BURGOS;170214;GAMONAL II - GARCIA LORCA;C.S. GARCIA LORCA;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170236;CASA LA VEGA;C.S. JOSE LUIS SANTAMARIA;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170206;BURGOS CENTRO A - CRISTOBAL ACOSTA;C.S. CRISTOBAL ACOSTA;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;BURGOS;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170212;GAMONAL I LA ANTIGUA;C.S. GAMONAL ANTIGUA;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170217;COMUNEROS LOS;C.S. LOS COMUNEROS;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170213;GAMONAL LAS TORRES;C.S. GAMONAL LAS TORRES;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170228;SANTA CLARA;C.S. SANTA CLARA;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170227;SAN AGUSTIN;C.S. SAN AGUSTIN;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;BURGOS;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170207;BURGOS CENTRO B - I. LOPEZ SAIZ;C.S. I. LOPEZ SAIZ;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170237;LAS HUELGAS;C.S. LAS HUELGAS;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. BURGOS;170218;CUBOS LOS;C.S. LOS CUBOS;BURGOS;P.A.C Divino Vallés  (3)
G.A.P. LEON;170320;RIAÑO;C.S. RIAÑO;BURON;P.A.C. Riaño
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;BUSTILLO DE CHAVES;P.A.C. Villalón De Campos
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;BUSTILLO DE LA VEGA;P.A.C. Saldaña
G.A.S. ZAMORA;171117;TORO;C.S. TORO;BUSTILLO DEL ORO;P.A.C. Toro
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;BUSTILLO DEL PARAMO;P.A.C. Ribera Del Órbigo
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;BUSTILLO DEL PARAMO;P.A.C. Sta. María Páramo
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;BUSTILLO DEL PARAMO DE CARRION;P.A.C. Carrión De Los Condes
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;BUSTO DE BUREBA;P.A.C. Briviesca
G.A.P. SALAMANCA;170615;ALBERCA LA;C.S. LA ALBERCA;CABACO (EL);P.A.C. La Alberca
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;CABALLAR;P.A.C. Cantalejo
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;CABAÑAS DE POLENDOS;P.A.C. Segovia Rural
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;CABAÑAS DE SAYAGO;P.A.C. Corrales Del Vino
G.A.S. EL BIERZO;170411;PONFERRADA IV;C.S. PONFERRADA IV;CABAÑAS RARAS;P.A.C. Ponferrada
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;CABAÑES DE ESGUEVA;P.A.C. Lerma
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;CABEZA DE BEJAR (LA);P.A.C. Guijuelo
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;CABEZA DEL CABALLO;P.A.C. Vitigudino
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;CABEZABELLOSA DE LA CALZADA;P.A.C. Pedrosillo El Ralo
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;CABEZAS DE ALAMBRE;P.A.C. Arévalo
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;CABEZAS DEL POZO;P.A.C. Fontiveros
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;CABEZAS DEL VILLAR;P.A.C. Muñico
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;CABEZON DE LA SIERRA;P.A.C. Salas Los Infantes
G.A.P. VALLADOLID ESTE;171025;VALLADOLID RURAL I;C.S. VALLADOLID RURAL I;CABEZON DE PISUERGA;P.A.C. Valladolid Rural I
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;CABEZON DE VALDERADUEY;P.A.C. Villalón De Campos
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;CABEZUELA;P.A.C. Cantalejo
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;CABIZUELA;P.A.C. San Pedro Arroyo
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;CABREJAS DEL CAMPO;P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;CABREJAS DEL PINAR;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170622;PERIURBANA NORTE;C.S. PERIURBANA NORTE;CABRERIZOS;P.A.C. Periurbana Norte
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;CABREROS DEL MONTE;P.A.C. Villafrechós
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;CABREROS DEL RIO;P.A.C. Valencia De D. Juan
G.A.P. LEON;170304;BABIA;C.S. SAN EMILIANO;CABRILLANES;P.A.C. San Emiliano De Babia
G.A.P. SALAMANCA;170608;FUENTE DE SAN ESTEBAN LA;C.S. FUENTE DE SAN ESTEBAN;CABRILLAS;P.A.C. Fuente De San Esteban
G.A.S. EL BIERZO;170402;CACABELOS;C.S. CACABELOS;CACABELOS;P.A.C. Cacabelos
G.A.S. SEGOVIA;170704;FUENTESAUCO DE FUENTIDUEÑA;C.S. FUENTESAUCO;CALABAZAS DE FUENTIDUEÑA;P.A.C. Fuentesauco
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;CALAHORRA DE BOEDO;P.A.C. Herrera De Pisuerga
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;CALATAÑAZOR;P.A.C. Soria Rural Norte Y Sur
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;CALERUEGA;P.A.C. Aranda
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;CALTOJAR;P.A.C. Berlanga De Duero
G.A.P. SALAMANCA;170628;SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES;CALVARRASA DE ABAJO;P.A.C. Santa Marta De Tormes
G.A.P. SALAMANCA;170628;SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES;CALVARRASA DE ARRIBA;P.A.C. Santa Marta De Tormes
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;CALZADA DE BEJAR (LA);P.A.C. Bejar
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;CALZADA DE DON DIEGO;P.A.C. Matilla Caños
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;CALZADA DE DON DIEGO;P.A.C. Guijuelo
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;CALZADA DE LOS MOLINOS;P.A.C. Carrión De Los Condes
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;CALZADA DE VALDUNCIEL;P.A.C. Calzada Valdunciel
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;CALZADA DEL COTO;P.A.C. Sahagún Campos
G.A.S. ZAMORA;171106;TERA;C.S. CAMARZANA DE TERA;CALZADILLA DE TERA;P.A.C. Camarzana De Tera
G.A.S. ZAMORA;171106;TERA;C.S. CAMARZANA DE TERA;CAMARZANA DE TERA;P.A.C. Camarzana De Tera
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;CAMPASPERO;P.A.C. Peñafiel
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;CAMPAZAS;P.A.C. Valderas
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;CAMPILLO (EL);P.A.C. Medina
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;CAMPILLO DE ARANDA;P.A.C. Aranda
G.A.P. SALAMANCA;170609;FUENTEGUINALDO;C.S. FUENTEGUINALDO;CAMPILLO DE AZABA;P.A.C. Fuenteguinaldo
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;CAMPO DE PEÑARANDA (EL);P.A.C. Peñaranda
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;CAMPO DE SAN PEDRO;P.A.C. Riaza
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;CAMPO DE VILLAVIDEL;P.A.C. Mansilla Mulas
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;CAMPOLARA;P.A.C. Salas Los Infantes
G.A.S. EL BIERZO;170402;CACABELOS;C.S. CACABELOS;CAMPONARAYA;P.A.C. Cacabelos
G.A.P. VALLADOLID ESTE;171016;PORTILLO;C.S. PORTILLO;CAMPORREDONDO;P.A.C. Portillo
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;CANALEJAS DE PEÑAFIEL;P.A.C. Peñafiel
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;CANALES;P.A.C. Arévalo
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;CAÑAMAQUE;P.A.C. Gómara
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;CANDELARIO;P.A.C. Bejar
G.A.S. AVILA;170110;CANDELEDA;C.S. CANDELEDA;CANDELEDA;P.A.C. Candeleda
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;CANDILICHERA;P.A.C. Soria Rural Norte Y Sur
G.A.S. EL BIERZO;170403;FABERO;C.S. FABERO;CANDIN;P.A.C. Fabero
G.A.P. BURGOS;170224;QUINTANAR DE LA SIERRA;C.S. QUINTANAR SIERRA;CANICOSA DE LA SIERRA;P.A.C. Quintanar Sierra
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;CANILLAS DE ABAJO;P.A.C. Matilla Caños
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;CANILLAS DE ESGUEVA;P.A.C. Esguevillas
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;CAÑIZAL;P.A.C. Pedrosillo El Ralo
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;CAÑIZO;P.A.C. Villalpando
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;CANTABRANA;P.A.C. Briviesca
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;CANTAGALLO;P.A.C. Bejar
G.A.P. SALAMANCA;170605;CANTALAPIEDRA;C.S. CANTALAPIEDRA;CANTALAPIEDRA;P.A.C. Cantalapiedra
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;CANTALEJO;P.A.C. Cantalejo
G.A.P. SALAMANCA;170633;VILLORIA;C.S. VILLORIA;CANTALPINO;P.A.C. Villoria
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;CANTARACILLO;P.A.C. Peñaranda
G.A.S. SEGOVIA;170702;CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR;CANTIMPALOS;P.A.C. Carbonero El Mayor
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;CANTIVEROS;P.A.C. Fontiveros
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;CAPILLAS;P.A.C. Villarramiel
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;CARABANTES;P.A.C. Gómara
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;CARAZO;P.A.C. Salas Los Infantes
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;CARBAJALES DE ALBA;P.A.C. Carbajales De Alba
